"x","y"
1,0.066982975160272
2,0.0669829751603856
3,0.0669829751603856
4,0.0669829751603856
5,0.0669829751604425
6,0.0669829751604425
7,0.0669829751604425
8,0.0669829751604709
9,0.0669829751604709
10,0.0669829751604709
11,0.0669829751604709
12,0.0669829751604709
13,0.066982975160478
14,0.066982975160478
15,0.0669829751604851
16,0.0669829751604851
17,0.0669829751604851
18,0.0669829751604851
19,0.0669829751604851
20,0.0669829751604993
21,0.0669829751604993
22,0.0669829751604993
23,0.0669829751604993
24,0.0669829751604993
25,0.0669829751604993
26,0.0669829751604993
27,0.0669829751604993
28,0.0669829751604993
29,0.0669829751604993
30,0.0669829751604993
31,0.0669829751604993
32,0.0669829751604993
33,0.0669829751604993
34,0.0669829751604993
35,0.0669829751604993
36,0.0669829751604993
37,0.0669829751604993
38,0.0669829751604993
39,0.0669829751604993
40,0.0669829751604993
41,0.0669829751604993
42,0.0669829751604993
43,0.0669829751604993
44,0.0669829751604993
45,0.0669829751604993
46,0.0669829751604993
47,0.0669829751604993
48,0.0669829751604993
49,0.0669829751604993
50,0.0669829751604993
51,0.0669829751604993
52,0.0669829751604993
53,0.0669829751604993
54,0.0669829751604993
55,0.0669829751604993
56,0.0669829751604993
57,0.0669829751604993
58,0.0669829751604993
59,0.0669829751604993
60,0.0669829751604993
61,0.0669829751604993
62,0.100474462740635
63,0.100474462740635
64,0.100474462740635
65,0.100474462740635
66,0.100474462740635
67,0.100474462740721
68,0.100474462740721
69,0.100474462740721
70,0.100474462740721
71,0.100474462740721
72,0.100474462740721
73,0.100474462740721
74,0.100474462740721
75,0.100474462740721
76,0.100474462740749
77,0.100474462740749
78,0.100474462740749
79,0.100474462740749
80,0.100474462740749
81,0.100474462740749
82,0.100474462740749
83,0.100474462740749
84,0.100474462740749
85,0.100474462740749
86,0.100474462740749
87,0.133965950320771
88,0.133965950320885
89,0.133965950320885
90,0.133965950320885
91,0.133965950320885
92,0.133965950320885
93,0.133965950320942
94,0.133965950320942
95,0.133965950320942
96,0.133965950320942
97,0.133965950320942
98,0.133965950320942
99,0.133965950320942
100,0.133965950320956
101,0.133965950320956
102,0.13396595032096
103,0.133965950320963
104,0.13396595032097
105,0.13396595032097
106,0.133965950320999
107,0.133965950320999
108,0.133965950320999
109,0.133965950320999
110,0.133965950320999
111,0.133965950320999
112,0.133965950320999
113,0.133965950320999
114,0.133965950320999
115,0.133965950320999
116,0.133965950320999
117,0.133965950320999
118,0.133965950320999
119,0.133965950320999
120,0.167457437901135
121,0.167457437901135
122,0.167457437901135
123,0.167457437901135
124,0.167457437901191
125,0.167457437901191
126,0.167457437901191
127,0.167457437901191
128,0.167457437901191
129,0.167457437901191
130,0.167457437901191
131,0.167457437901191
132,0.167457437901191
133,0.167457437901191
134,0.167457437901199
135,0.167457437901206
136,0.16745743790122
137,0.16745743790122
138,0.167457437901248
139,0.167457437901248
140,0.167457437901248
141,0.167457437901248
142,0.167457437901248
143,0.167457437901248
144,0.200948925481384
145,0.200948925481384
146,0.200948925481384
147,0.200948925481384
148,0.200948925481427
149,0.200948925481441
150,0.200948925481441
151,0.200948925481441
152,0.200948925481441
153,0.200948925481441
154,0.200948925481441
155,0.200948925481441
156,0.200948925481441
157,0.200948925481441
158,0.200948925481441
159,0.200948925481441
160,0.200948925481498
161,0.200948925481498
162,0.200948925481498
163,0.200948925481498
164,0.200948925481498
165,0.200948925481498
166,0.23444041306152
167,0.234440413061634
168,0.234440413061634
169,0.234440413061634
170,0.234440413061634
171,0.234440413061634
172,0.234440413061634
173,0.234440413061634
174,0.234440413061634
175,0.234440413061662
176,0.234440413061677
177,0.234440413061677
178,0.234440413061691
179,0.234440413061691
180,0.234440413061691
181,0.234440413061691
182,0.234440413061691
183,0.234440413061691
184,0.234440413061748
185,0.234440413061748
186,0.234440413061748
187,0.234440413061748
188,0.267931900641884
189,0.267931900641884
190,0.267931900641884
191,0.267931900641884
192,0.267931900641884
193,0.267931900641884
194,0.267931900641884
195,0.267931900641884
196,0.267931900641912
197,0.267931900641912
198,0.267931900641919
199,0.267931900641919
200,0.267931900641919
201,0.26793190064192
202,0.26793190064192
203,0.267931900641921
204,0.267931900641941
205,0.267931900641941
206,0.267931900641997
207,0.267931900641997
208,0.267931900641997
209,0.267931900641997
210,0.267931900641997
211,0.267931900641997
212,0.30142338822202
213,0.30142338822202
214,0.301423388222133
215,0.301423388222133
216,0.301423388222133
217,0.301423388222133
218,0.301423388222133
219,0.301423388222133
220,0.301423388222133
221,0.301423388222133
222,0.301423388222133
223,0.301423388222133
224,0.301423388222133
225,0.301423388222133
226,0.301423388222133
227,0.301423388222133
228,0.301423388222133
229,0.30142338822216
230,0.301423388222162
231,0.301423388222162
232,0.301423388222162
233,0.301423388222162
234,0.301423388222162
235,0.301423388222162
236,0.301423388222162
237,0.301423388222162
238,0.301423388222162
239,0.301423388222162
240,0.301423388222162
241,0.30142338822219
242,0.30142338822219
243,0.30142338822219
244,0.301423388222247
245,0.301423388222247
246,0.301423388222247
247,0.301423388222247
248,0.301423388222247
249,0.334914875802269
250,0.334914875802383
251,0.334914875802383
252,0.334914875802383
253,0.334914875802383
254,0.334914875802383
255,0.334914875802383
256,0.334914875802383
257,0.334914875802383
258,0.334914875802383
259,0.334914875802383
260,0.334914875802383
261,0.334914875802383
262,0.334914875802383
263,0.334914875802383
264,0.334914875802383
265,0.334914875802383
266,0.334914875802383
267,0.334914875802383
268,0.334914875802383
269,0.334914875802383
270,0.334914875802383
271,0.334914875802383
272,0.334914875802383
273,0.334914875802383
274,0.334914875802383
275,0.334914875802383
276,0.334914875802383
